SERIAL NUMBER,VIOLATION STATUS,VIOLATION CODE,VIOLATION DESCRIPTION,POINTS
DA6112332,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6112362,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6112362,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112362,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6112362,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112362,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6112362,OUT OF COMPLIANCE,F106,HANDS CLEAN AND PROPERLY WASHED; PROPER GLOVE USE,4.00
DA6112410,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112410,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6112410,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6112410,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6112411,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6112411,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6112411,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112411,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6112411,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6112411,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112411,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6112435,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6112435,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6112435,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6112435,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112435,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6112435,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6112447,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6112447,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6112447,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112447,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112447,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6112456,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112456,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6112456,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6112456,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6112456,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6112456,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6112507,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6112507,OUT OF COMPLIANCE,F127,"APPROVED THAWING METHODS USED, FROZEN FOOD",1.00
DA6112507,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112542,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112542,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6112542,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6112542,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6112542,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6112542,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6112542,OUT OF COMPLIANCE,F142,GARBAGE AND REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,1.00
DA6112578,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6112578,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112578,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6112578,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6112578,OUT OF COMPLIANCE,F150,NOTIFICATION OF INTENT TO SUSPEND,0.00
DA6112578,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6112578,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112586,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112586,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,4.00
DA6112586,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6112586,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6112586,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112586,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6112600,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6112600,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6112600,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6112600,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112600,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6112600,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6112663,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6112663,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112663,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6112666,OUT OF COMPLIANCE,F105,"PROPER EATING, DRINKING, OR TOBACCO USE",2.00
DA6112666,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6112666,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6112666,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6112666,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6112666,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6112666,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6112666,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112666,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6112666,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6112666,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6112735,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6112735,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112735,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6112863,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6112863,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6112863,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6112863,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6112863,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6112863,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112863,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6112863,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6112863,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6112863,OUT OF COMPLIANCE,F114,"FOOD IN GOOD CONDITION, SAFE AND UNADULTERATED",4.00
DA6112881,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6112881,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112881,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6112881,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6112916,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112916,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112916,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6112918,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6112918,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6112918,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6112918,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6112918,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6112918,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6112918,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6112918,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6112918,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6112918,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6112918,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6112997,OUT OF COMPLIANCE,F110,PROPER COOLING METHODS,2.00
DA6112997,OUT OF COMPLIANCE,F117,"COMPLIANCE WITH SHELLSTOCK TAGS, CONDITION, DISPLAY",2.00
DA6112997,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6112997,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6113063,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113063,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6113063,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113063,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6113063,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6113063,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113063,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6113071,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6113071,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113071,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6113071,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6113071,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6113093,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113093,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113107,OUT OF COMPLIANCE,F127,"APPROVED THAWING METHODS USED, FROZEN FOOD",1.00
DA6113107,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6113107,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113148,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113148,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6113148,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113148,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6113237,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6113237,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6113237,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6113237,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113237,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6113237,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113237,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6113237,OUT OF COMPLIANCE,F101,DEMONSTRATION OF KNOWLEDGE,2.00
DA6113257,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6113257,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113257,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6113257,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6113257,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113257,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6113257,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6113257,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",11.00
DA6113257,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6113257,OUT OF COMPLIANCE,F152,"PERMIT SUSPENDED, REVOKED, MODIFIED, OR CLOSED FOR NO PERMIT",0.00
DA6113257,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6113257,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113290,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113290,OUT OF COMPLIANCE,F133,FOOD PROPERLY LABELED & HONESTLY PRESENTED,1.00
DA6113290,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113293,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113293,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113293,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6113293,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6113293,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6113293,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6113299,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6113299,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6113299,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6113299,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113299,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6113323,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6113323,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113391,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113391,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6113391,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113391,OUT OF COMPLIANCE,F114,"FOOD IN GOOD CONDITION, SAFE AND UNADULTERATED",4.00
DA6113391,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113391,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6113391,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6113391,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6113391,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6113430,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6113430,OUT OF COMPLIANCE,F133,FOOD PROPERLY LABELED & HONESTLY PRESENTED,1.00
DA6113430,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6113430,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113430,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6113430,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113430,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6113433,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6113433,OUT OF COMPLIANCE,F109,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,4.00
DA6113433,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113433,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6113489,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113489,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113505,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6113505,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6113505,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6113531,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6113531,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113531,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6113531,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113531,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6113531,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6113531,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113533,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6113533,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6113533,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6113533,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6113541,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6113541,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,2.00
DA6113541,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113541,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6113541,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113542,OUT OF COMPLIANCE,F101,DEMONSTRATION OF KNOWLEDGE,2.00
DA6113542,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113542,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6113542,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6113542,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6113542,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6113542,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6113542,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113558,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113558,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6113558,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6113558,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113558,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6113558,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6113572,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6113572,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113572,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
